Level1 Job Census Hier Desc,Level1 Job Census Hier Desc,Placeholder,Age At Census Range,Ethnic Desc,Calendar Yr Mo Name Concat,Campus Level Census Cnt
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2009 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2010 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2011 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2012 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2013 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2014 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2015 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Mexican American/Chicano,2016 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Middle Eastern,2015 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Native American/Alaska Native,2011 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Native American/Alaska Native,2012 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Native American/Alaska Native,2013 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Native American/Alaska Native,2014 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Native American/Alaska Native,2015 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Native American/Alaska Native,2016 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2008 Oct,34
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2009 Oct,24
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2010 Oct,21
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2011 Oct,28
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2012 Oct,28
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2013 Oct,35
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2014 Oct,30
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2015 Oct,20
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Asian,2016 Oct,12
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2008 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2009 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2010 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2011 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2012 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2013 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2014 Oct,10
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2015 Oct,12
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,Other Hispanic/Latino,2016 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2008 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2009 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2010 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2011 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2012 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2013 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2014 Oct,15
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2015 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,South Asian,2016 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2008 Oct,60
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2009 Oct,79
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2010 Oct,80
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2011 Oct,102
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2012 Oct,97
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2013 Oct,97
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2014 Oct,102
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2015 Oct,116
Affiliates/Non-Employees,Affiliates/Non-Employees,-,40 - 49 Years Old,White,2016 Oct,93
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,2 or More Races - URM,2015 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2008 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2009 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2010 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2011 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2012 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2013 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2014 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2015 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,African American/Black,2016 Oct,13
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Asian,2015 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2008 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2009 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2010 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2011 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2012 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2013 Oct,10
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2014 Oct,10
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2015 Oct,10
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Chinese,2016 Oct,10
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2008 Oct,158
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2009 Oct,174
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2010 Oct,217
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2011 Oct,248
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2012 Oct,297
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2013 Oct,380
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2014 Oct,341
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2015 Oct,351
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Decline to State,2016 Oct,378
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,European,2015 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,European,2016 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2008 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2009 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2010 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2011 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2012 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2013 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2014 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2015 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Filipino,2016 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2008 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2009 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2010 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2011 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2012 Oct,12
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2013 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2014 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2015 Oct,12
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Japanese,2016 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Korean,2015 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Korean,2016 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2009 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2010 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2011 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2012 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2013 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2014 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2015 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Mexican American/Chicano,2016 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Middle Eastern,2015 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Middle Eastern,2016 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2009 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2010 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2011 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2012 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2013 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2014 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2015 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Native American/Alaska Native,2016 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2008 Oct,12
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2009 Oct,13
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2010 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2011 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2012 Oct,14
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2013 Oct,10
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2014 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2015 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Asian,2016 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2008 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2009 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2010 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2011 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2012 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2013 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2014 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2015 Oct,7
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Other Hispanic/Latino,2016 Oct,8
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Pacific Islander,2016 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2008 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2009 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2010 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2011 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2012 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2013 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2014 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2015 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,South Asian,2016 Oct,6
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,Unknown,2012 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2008 Oct,57
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2009 Oct,62
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2010 Oct,65
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2011 Oct,57
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2012 Oct,65
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2013 Oct,56
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2014 Oct,65
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2015 Oct,64
Affiliates/Non-Employees,Affiliates/Non-Employees,-,50 - 59 Years Old,White,2016 Oct,67
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2008 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2009 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2010 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2011 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2012 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2013 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2014 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2015 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,African American/Black,2016 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2008 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2009 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2010 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2011 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2012 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2013 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2014 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2015 Oct,3
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Chinese,2016 Oct,5
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2008 Oct,105
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2009 Oct,135
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2010 Oct,172
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2011 Oct,197
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2012 Oct,254
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2013 Oct,266
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2014 Oct,282
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2015 Oct,276
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Decline to State,2016 Oct,281
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,European,2015 Oct,9
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,European,2016 Oct,4
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2008 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2009 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2010 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2011 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2012 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2013 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2014 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2015 Oct,1
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Filipino,2016 Oct,2
Affiliates/Non-Employees,Affiliates/Non-Employees,-,60 Years Old and Over,Japanese,2008 Oct,1
